platform_number,date,date_update,latitude,longitude,ocean,profiler,institution,cyc,pressure_dbar,temperature_c,salinity_psu,depth_m,oxygen_umolkg,potential_density_kgm3,chlorophyll_mgm3,ph,nitrate_umolkg,qc_flag
5901189,2020-03-17,2015-04-06,0.166,76.351,I,NKE Arvor,JAMSTEC (Japan),630,557.29,19.146,35.139,557.3,184.56,1023.282,0.024,7.941,10.58,PROBABLY_GOOD
5901189,2020-05-08,2018-08-14,-31.676,64.611,I,NKE Arvor,JAMSTEC (Japan),243,1816.53,3.791,34.895,1816.5,138.67,1026.158,0.0,8.039,25.96,GOOD
5901197,2005-02-14,2020-05-29,22.156,58.08,I,NKE Arvor,JAMSTEC (Japan),772,479.12,18.471,35.115,479.1,112.55,1023.398,0.08,8.037,9.36,GOOD
5901197,2005-03-03,2019-05-19,-0.653,73.968,I,NKE Arvor,IFREMER (France),45,289.79,20.976,35.178,289.8,203.35,1022.947,0.26,8.026,3.54,GOOD
5901197,2005-05-08,2019-05-26,-31.679,114.274,I,SOLO-II,JAMSTEC (Japan),388,978.91,12.868,34.971,978.9,245.86,1024.403,0.006,8.169,12.53,GOOD
5901197,2005-09-06,2016-07-10,-16.836,90.249,I,PROVOR,CSIRO (Australia),503,1971.3,2.161,35.001,1971.3,281.42,1026.569,0.0,8.096,37.96,GOOD
5901197,2005-09-23,2015-08-13,-15.239,114.292,I,NKE Arvor,AOML (USA),656,484.11,19.584,34.396,484.1,217.42,1022.6,0.056,8.101,5.76,GOOD
5901197,2005-11-12,2020-04-20,-3.285,79.663,I,NKE Arvor,AOML (USA),576,1344.27,9.411,34.58,1344.3,238.3,1024.782,0.001,8.069,26.25,GOOD
5901197,2006-05-24,2015-11-07,-17.375,71.784,I,NKE Arvor,INCOIS (India),604,1523.24,7.85,35.137,1523.2,198.46,1025.54,0.001,8.286,16.81,GOOD
5901197,2007-02-23,2021-06-04,-3.143,41.872,I,PROVOR,AOML (USA),68,475.28,22.684,35.369,475.3,192.08,1022.758,0.138,8.155,8.65,GOOD
5901197,2007-04-18,2015-09-05,-39.984,88.454,I,Teledyne Webb Research APEX,AOML (USA),364,1456.43,9.178,34.024,1456.4,184.44,1024.384,0.0,7.996,24.25,GOOD
5901197,2007-11-09,2017-12-16,6.603,42.841,I,SOLO-II,INCOIS (India),129,735.57,17.753,34.573,735.6,175.77,1023.108,0.005,8.095,11.84,GOOD
5901197,2007-11-22,2016-05-02,-23.353,36.477,I,PROVOR,INCOIS (India),489,1264.61,12.328,34.809,1264.6,204.28,1024.382,0.002,7.992,17.79,GOOD
5901197,2008-02-06,2015-08-26,-17.238,51.155,I,SOLO-II,INCOIS (India),245,1267.06,11.369,34.448,1267.1,159.18,1024.285,0.002,8.037,22.5,GOOD
5901197,2008-02-07,2015-12-10,-18.473,51.754,I,PROVOR,IFREMER (France),267,1071.55,13.462,34.471,1071.6,174.1,1023.884,0.004,8.044,18.33,INTERPOLATED
5901197,2008-09-08,2021-08-22,-10.204,30.618,I,SOLO-II,IFREMER (France),163,180.58,26.866,34.99,180.6,132.88,1021.619,0.488,7.941,3.44,GOOD
5901197,2008-10-18,2020-09-18,-1.057,45.423,I,Teledyne Webb Research APEX,AOML (USA),431,1670.6,5.306,35.433,1670.6,199.0,1026.285,0.0,7.903,22.23,GOOD
5901197,2009-01-30,2015-07-15,7.213,60.988,I,NKE Arvor,IFREMER (France),140,641.56,17.975,33.987,641.6,141.64,1022.595,0.04,7.954,8.03,GOOD
5901197,2009-05-30,2019-07-19,21.24,62.299,I,Teledyne Webb Research APEX,INCOIS (India),8,373.04,20.777,34.732,373.0,181.35,1022.63,0.207,8.094,6.12,GOOD
5901197,2009-08-30,2017-04-25,-15.215,98.419,I,Teledyne Webb Research APEX,IFREMER (France),101,81.55,25.022,34.985,81.6,200.02,1021.984,0.154,7.83,1.31,GOOD
5901197,2009-09-27,2020-01-06,-25.224,75.207,I,PROVOR,IFREMER (France),145,1181.79,12.59,35.112,1181.8,203.44,1024.572,0.002,8.098,18.26,PROBABLY_GOOD
5901197,2009-09-28,2015-07-04,-39.328,112.148,I,Teledyne Webb Research APEX,IFREMER (France),370,1355.13,11.119,34.928,1355.1,210.86,1024.719,0.001,7.882,14.85,PROBABLY_GOOD
5901197,2010-03-07,2016-07-04,-32.766,111.823,I,Teledyne Webb Research APEX,AOML (USA),180,33.18,22.756,35.505,33.2,171.47,1022.853,0.302,7.987,0.38,PROBABLY_GOOD
5901197,2010-05-14,2018-07-30,-10.971,85.55,I,SOLO-II,JAMSTEC (Japan),35,1024.19,13.319,34.812,1024.2,199.44,1024.186,0.008,8.008,13.47,GOOD
5901197,2011-06-17,2020-12-19,-0.908,48.033,I,Teledyne Webb Research APEX,CSIRO (Australia),249,452.99,18.845,35.325,453.0,160.53,1023.491,0.025,8.109,6.45,GOOD
5901197,2011-06-21,2017-04-21,0.008,30.923,I,Teledyne Webb Research APEX,AOML (USA),775,1290.35,9.719,34.541,1290.4,101.17,1024.689,0.002,8.05,22.93,BAD
5901197,2011-07-13,2015-01-21,17.06,110.775,I,PROVOR,CSIRO (Australia),704,348.73,18.835,34.823,348.7,201.21,1023.091,0.051,7.963,4.43,GOOD
5901197,2011-07-16,2019-05-06,20.189,89.415,I,Teledyne Webb Research APEX,CSIRO (Australia),360,1381.88,11.181,34.315,1381.9,191.94,1024.216,0.001,8.003,15.99,PROBABLY_GOOD
5901197,2011-09-18,2016-03-19,-11.03,63.754,I,SOLO-II,JAMSTEC (Japan),441,773.47,16.003,35.16,773.5,220.53,1023.927,0.016,8.07,12.97,GOOD
5901197,2012-08-11,2016-02-03,13.157,80.26,I,PROVOR,CSIRO (Australia),574,1873.46,3.533,34.752,1873.5,178.99,1026.095,0.0,8.136,24.26,GOOD
5901197,2012-09-03,2015-09-16,-19.602,33.252,I,Teledyne Webb Research APEX,IFREMER (France),428,275.04,24.209,34.943,275.0,115.87,1022.113,0.222,8.072,3.94,GOOD
5901197,2013-07-21,2019-08-30,18.502,63.76,I,Teledyne Webb Research APEX,AOML (USA),34,682.13,19.372,34.675,682.1,176.33,1022.866,0.03,8.041,9.13,GOOD
5901197,2013-09-23,2016-07-10,20.827,88.131,I,NKE Arvor,JAMSTEC (Japan),707,226.95,23.182,35.035,227.0,215.46,1022.392,0.197,8.029,3.43,BAD
5901197,2013-12-09,2017-05-08,-18.924,41.364,I,SOLO-II,AOML (USA),77,1849.39,5.345,34.959,1849.4,199.04,1025.898,0.0,8.175,21.96,PROBABLY_GOOD
5901197,2015-07-09,2016-07-18,24.784,59.391,I,NKE Arvor,AOML (USA),88,1754.68,6.504,34.402,1754.7,174.13,1025.221,0.0,7.985,25.52,GOOD
5901197,2015-10-15,2016-05-31,10.32,61.849,I,SOLO-II,JAMSTEC (Japan),76,515.88,20.768,34.425,515.9,113.46,1022.386,0.034,8.014,9.97,GOOD
5901197,2015-11-17,2018-07-03,18.399,34.077,I,SOLO-II,IFREMER (France),725,1319.97,9.95,34.789,1320.0,138.96,1024.841,0.001,8.078,18.5,BAD
5901197,2016-03-19,2016-08-10,-9.028,50.012,I,Teledyne Webb Research APEX,IFREMER (France),530,1634.44,6.555,35.064,1634.4,199.09,1025.74,0.0,8.151,31.25,GOOD
5901197,2016-03-27,2020-01-01,14.167,97.327,I,SOLO-II,CSIRO (Australia),228,1110.4,13.825,35.545,1110.4,113.39,1024.671,0.002,7.913,13.7,GOOD
5901197,2016-08-14,2021-05-17,-8.468,107.113,I,PROVOR,IFREMER (France),354,1059.3,12.645,34.921,1059.3,167.27,1024.408,0.007,8.127,12.31,BAD
5901197,2016-09-26,2016-09-15,-16.943,39.971,I,NKE Arvor,CSIRO (Australia),553,483.7,17.777,35.203,483.7,181.54,1023.607,0.114,8.142,8.9,PROBABLY_GOOD
5901197,2017-01-15,2018-08-22,11.752,92.539,I,Teledyne Webb Research APEX,IFREMER (France),348,186.21,24.633,34.155,186.2,226.0,1021.397,0.134,8.07,2.44,GOOD
5901197,2017-01-24,2015-03-31,-14.836,82.619,I,Teledyne Webb Research APEX,INCOIS (India),242,1794.43,5.043,35.605,1794.4,204.58,1026.475,0.0,7.899,25.42,GOOD
5901197,2017-11-17,2021-11-20,-5.95,101.397,I,Teledyne Webb Research APEX,INCOIS (India),192,1800.84,4.84,35.042,1800.8,218.51,1026.066,0.0,7.993,32.21,GOOD
5901197,2017-12-17,2020-09-09,-14.098,57.848,I,NKE Arvor,INCOIS (India),380,1266.2,12.577,34.78,1266.2,192.07,1024.309,0.001,8.038,19.81,GOOD
5901197,2018-01-18,2015-10-10,-20.345,46.076,I,SOLO-II,JAMSTEC (Japan),104,678.06,16.458,34.734,678.1,146.18,1023.496,0.019,8.072,7.35,GOOD
5901197,2018-05-29,2020-12-02,6.487,62.885,I,NKE Arvor,INCOIS (India),734,698.42,20.349,34.357,698.4,155.45,1022.416,0.026,7.951,13.03,PROBABLY_GOOD
5901197,2018-06-10,2021-07-31,-25.172,113.621,I,NKE Arvor,JAMSTEC (Japan),655,1451.91,9.49,34.471,1451.9,142.69,1024.679,0.001,8.03,21.11,GOOD
5901197,2018-09-16,2015-01-01,-34.406,40.561,I,PROVOR,IFREMER (France),691,1794.22,4.072,35.564,1794.2,203.63,1026.637,0.0,8.106,27.86,GOOD
5901197,2019-05-09,2019-08-01,-37.861,44.956,I,NKE Arvor,CSIRO (Australia),64,1774.17,5.674,34.404,1774.2,152.24,1025.388,0.0,8.006,30.08,GOOD
5901197,2019-05-11,2017-12-30,24.793,78.865,I,Teledyne Webb Research APEX,AOML (USA),113,1559.75,8.265,34.397,1559.8,164.24,1024.865,0.0,8.025,18.55,GOOD
5901197,2019-08-26,2019-02-26,21.825,82.515,I,SOLO-II,IFREMER (France),309,1284.06,10.126,34.519,1284.1,180.9,1024.59,0.002,8.013,18.3,GOOD
5901197,2019-10-11,2015-02-27,-4.147,112.365,I,Teledyne Webb Research APEX,INCOIS (India),739,168.28,21.593,34.321,168.3,245.65,1022.138,0.121,7.937,2.75,GOOD
5901197,2020-07-01,2015-12-06,-17.607,34.627,I,Teledyne Webb Research APEX,JAMSTEC (Japan),607,323.26,20.891,34.806,323.3,206.29,1022.667,0.232,8.021,6.19,GOOD
5901202,2005-03-06,2019-05-16,19.459,99.882,I,Teledyne Webb Research APEX,IFREMER (France),643,1797.11,3.786,35.236,1797.1,149.09,1026.432,0.0,8.032,31.58,GOOD
5901202,2005-04-27,2021-09-01,-21.942,104.727,I,Teledyne Webb Research APEX,INCOIS (India),547,1212.86,11.346,34.556,1212.9,186.07,1024.376,0.002,8.109,12.6,GOOD
5901202,2005-11-03,2015-06-22,7.736,117.542,I,SOLO-II,JAMSTEC (Japan),691,18.39,23.441,34.251,18.4,246.05,1021.713,0.523,7.986,0.35,GOOD
5901202,2006-03-28,2018-11-16,16.45,44.041,I,PROVOR,CSIRO (Australia),738,202.94,25.776,34.917,202.9,204.61,1021.778,0.389,7.945,2.8,PROBABLY_GOOD
5901202,2006-04-30,2017-12-09,-24.061,80.841,I,PROVOR,JAMSTEC (Japan),365,1327.0,9.852,34.778,1327.0,116.07,1024.852,0.001,8.01,14.02,GOOD
5901202,2007-01-30,2020-08-12,-16.875,53.627,I,PROVOR,IFREMER (France),491,10.12,22.129,35.201,10.1,143.39,1022.735,1.002,7.979,0.12,BAD
5901202,2007-06-11,2019-02-28,0.034,85.922,I,NKE Arvor,AOML (USA),90,321.62,22.941,34.618,321.6,140.32,1022.106,0.078,8.094,4.59,GOOD
5901202,2007-06-20,2016-05-17,23.652,63.135,I,Teledyne Webb Research APEX,INCOIS (India),297,1097.47,14.363,34.696,1097.5,237.63,1023.884,0.006,8.005,16.81,GOOD
5901202,2008-05-02,2015-06-30,-23.334,114.248,I,NKE Arvor,CSIRO (Australia),298,1383.79,8.385,34.74,1383.8,230.25,1025.115,0.001,7.925,23.71,GOOD
5901202,2008-05-26,2019-06-15,17.733,109.128,I,NKE Arvor,INCOIS (India),722,1303.92,9.11,34.836,1303.9,155.0,1025.047,0.001,8.098,23.62,GOOD
5901202,2008-07-05,2015-04-24,-22.523,60.827,I,PROVOR,JAMSTEC (Japan),27,448.54,21.062,34.643,448.5,154.14,1022.502,0.103,8.043,6.21,BAD
5901202,2008-08-14,2018-12-21,-35.364,68.448,I,NKE Arvor,IFREMER (France),206,1424.36,10.911,34.578,1424.4,181.79,1024.48,0.0,8.064,25.89,GOOD
5901202,2009-07-08,2016-05-31,10.566,34.766,I,NKE Arvor,INCOIS (India),189,474.5,22.063,34.06,474.5,182.99,1021.835,0.138,8.081,9.32,GOOD
5901202,2009-10-21,2020-05-23,-35.06,72.244,I,NKE Arvor,INCOIS (India),2,650.8,19.263,34.574,650.8,141.51,1022.807,0.049,8.134,11.98,GOOD
5901202,2010-05-14,2017-03-20,-12.306,43.012,I,PROVOR,CSIRO (Australia),88,1492.98,7.947,35.086,1493.0,170.03,1025.479,0.001,7.976,21.4,GOOD
5901202,2010-07-24,2019-09-27,-23.44,59.74,I,NKE Arvor,IFREMER (France),541,1299.27,11.406,35.14,1299.3,121.86,1024.831,0.002,8.099,23.09,GOOD
5901202,2010-09-04,2015-08-13,16.093,109.248,I,PROVOR,INCOIS (India),320,1698.45,6.764,34.612,1698.4,230.89,1025.337,0.0,8.055,22.74,GOOD
5901202,2010-10-21,2021-09-04,12.799,59.922,I,SOLO-II,AOML (USA),642,1315.23,10.523,35.32,1315.2,109.59,1025.151,0.001,8.054,13.23,GOOD
5901202,2011-12-16,2016-03-31,-3.48,51.118,I,SOLO-II,AOML (USA),59,1136.62,14.04,34.789,1136.6,109.14,1024.023,0.002,8.042,14.37,GOOD
5901202,2012-03-24,2020-08-08,0.462,47.125,I,Teledyne Webb Research APEX,JAMSTEC (Japan),695,187.35,27.205,34.265,187.4,197.4,1020.971,0.382,8.012,2.31,GOOD
5901202,2012-03-27,2019-08-23,-14.73,115.012,I,Teledyne Webb Research APEX,CSIRO (Australia),456,735.43,16.497,34.139,735.4,130.52,1023.012,0.008,8.066,13.17,GOOD
5901202,2012-07-07,2016-10-16,-30.946,89.961,I,PROVOR,AOML (USA),497,530.4,17.058,35.287,530.4,159.96,1023.818,0.096,8.052,9.31,GOOD
5901202,2012-08-08,2019-02-23,-27.43,55.993,I,NKE Arvor,AOML (USA),224,487.98,20.486,34.651,488.0,182.53,1022.624,0.07,8.104,8.27,INTERPOLATED
5901202,2012-08-10,2020-11-19,-20.154,43.272,I,NKE Arvor,JAMSTEC (Japan),380,1946.02,2.385,34.314,1946.0,207.01,1025.974,0.0,8.168,22.13,PROBABLY_GOOD
5901202,2014-06-18,2020-07-12,11.546,96.137,I,PROVOR,AOML (USA),212,786.2,17.665,33.896,786.2,171.16,1022.584,0.007,7.971,12.02,GOOD
5901202,2014-08-05,2017-06-08,-19.847,42.328,I,SOLO-II,INCOIS (India),321,1784.09,4.867,34.642,1784.1,251.17,1025.74,0.0,8.204,26.08,GOOD
5901202,2014-10-29,2019-01-10,11.524,62.13,I,NKE Arvor,JAMSTEC (Japan),3,1262.28,11.394,34.962,1262.3,179.98,1024.691,0.002,8.136,14.51,BAD
5901202,2015-01-13,2018-06-17,-38.874,44.154,I,PROVOR,INCOIS (India),201,1589.62,7.91,34.521,1589.6,227.63,1025.035,0.0,7.958,22.29,GOOD
5901202,2015-03-04,2017-11-13,-39.694,115.316,I,SOLO-II,JAMSTEC (Japan),660,1005.27,13.254,34.379,1005.3,191.14,1023.852,0.003,8.039,15.19,GOOD
5901202,2015-03-11,2016-01-05,-3.19,53.8,I,NKE Arvor,JAMSTEC (Japan),457,1153.81,14.229,34.58,1153.8,265.25,1023.818,0.004,8.049,20.03,PROBABLY_GOOD
5901202,2015-04-18,2018-01-24,-30.495,40.15,I,NKE Arvor,INCOIS (India),220,985.04,14.717,35.297,985.0,222.33,1024.294,0.003,8.143,18.09,PROBABLY_GOOD
5901202,2015-06-02,2017-04-07,-38.141,76.149,I,NKE Arvor,JAMSTEC (Japan),323,390.49,23.213,34.243,390.5,181.74,1021.752,0.181,7.972,5.73,GOOD
5901202,2015-06-09,2019-12-03,-6.609,77.85,I,SOLO-II,JAMSTEC (Japan),567,1444.9,8.149,34.543,1444.9,205.15,1025.005,0.001,8.186,25.21,PROBABLY_GOOD
5901202,2015-07-07,2018-06-29,-22.735,119.566,I,SOLO-II,AOML (USA),344,561.54,20.652,35.284,561.5,169.57,1023.097,0.035,7.963,10.54,GOOD
5901202,2015-08-16,2021-06-04,-3.471,76.553,I,NKE Arvor,INCOIS (India),153,48.63,24.15,34.998,48.6,169.16,1022.168,0.68,8.021,0.59,GOOD
5901202,2015-12-09,2015-09-27,19.393,102.631,I,SOLO-II,JAMSTEC (Japan),376,1290.94,12.423,34.872,1290.9,127.86,1024.413,0.002,8.001,19.65,GOOD
5901202,2016-04-11,2016-01-23,-19.31,92.554,I,SOLO-II,AOML (USA),488,354.22,20.245,34.541,354.2,147.67,1022.584,0.091,7.951,4.19,GOOD
5901202,2016-07-22,2015-09-03,10.409,31.821,I,PROVOR,JAMSTEC (Japan),665,1880.92,3.315,34.812,1880.9,262.44,1026.187,0.0,7.959,37.35,GOOD
5901202,2016-10-10,2020-09-30,10.065,91.637,I,Teledyne Webb Research APEX,INCOIS (India),298,1907.86,4.315,34.585,1907.9,131.84,1025.805,0.0,8.003,32.84,GOOD
5901202,2016-11-08,2018-12-10,-15.721,66.811,I,Teledyne Webb Research APEX,CSIRO (Australia),325,1829.73,5.685,34.456,1829.7,153.78,1025.428,0.0,8.028,25.94,BAD
5901202,2017-01-25,2018-05-14,-12.483,88.333,I,NKE Arvor,JAMSTEC (Japan),491,740.32,16.695,34.368,740.3,176.25,1023.155,0.032,8.0,9.77,PROBABLY_GOOD
5901202,2017-03-03,2021-10-17,4.767,30.858,I,NKE Arvor,IFREMER (France),256,30.91,23.804,35.114,30.9,177.58,1022.33,0.282,7.976,0.46,GOOD
5901202,2017-07-01,2021-12-02,20.769,54.935,I,NKE Arvor,IFREMER (France),286,1856.64,3.736,34.776,1856.6,195.35,1026.074,0.0,7.844,37.08,GOOD
5901202,2017-08-02,2020-09-26,-25.545,88.373,I,SOLO-II,IFREMER (France),597,856.37,14.416,34.926,856.4,161.24,1024.058,0.008,8.027,13.9,INTERPOLATED
5901202,2017-09-13,2021-07-20,22.934,90.431,I,NKE Arvor,AOML (USA),286,1933.31,2.587,34.861,1933.3,197.82,1026.371,0.0,8.199,22.68,GOOD
5901202,2018-01-14,2021-02-11,-25.063,73.806,I,SOLO-II,JAMSTEC (Japan),736,1927.24,4.386,34.976,1927.2,225.7,1026.104,0.0,8.182,37.62,GOOD
5901202,2018-02-07,2017-06-03,-21.881,71.131,I,NKE Arvor,IFREMER (France),654,1706.02,5.1,34.698,1706.0,230.67,1025.738,0.0,8.142,25.4,GOOD
5901202,2018-05-24,2021-08-17,-5.195,69.484,I,Teledyne Webb Research APEX,AOML (USA),316,588.9,20.499,34.607,588.9,169.3,1022.586,0.072,8.018,7.77,PROBABLY_GOOD
5901202,2018-12-13,2021-04-29,-24.691,80.43,I,Teledyne Webb Research APEX,IFREMER (France),142,770.2,15.598,34.474,770.2,204.45,1023.46,0.006,8.09,8.57,PROBABLY_GOOD
5901202,2020-04-01,2020-11-23,-31.096,65.457,I,PROVOR,JAMSTEC (Japan),68,1702.27,6.279,34.234,1702.3,134.15,1025.131,0.0,8.007,20.12,GOOD
5901202,2020-05-18,2015-07-22,22.953,113.085,I,NKE Arvor,AOML (USA),759,633.84,17.863,34.351,633.8,151.13,1022.908,0.026,8.012,10.27,GOOD
5901202,2020-12-30,2019-08-06,23.329,48.582,I,NKE Arvor,AOML (USA),102,338.99,24.878,34.654,339.0,133.05,1021.748,0.045,8.062,3.82,PROBABLY_GOOD
5901206,2006-03-02,2019-04-08,7.815,60.679,I,SOLO-II,JAMSTEC (Japan),650,1113.6,11.377,34.159,1113.6,178.17,1024.052,0.005,8.131,18.31,GOOD
5901206,2006-03-16,2017-01-20,-11.917,64.5,I,PROVOR,AOML (USA),408,1872.31,2.838,34.247,1872.3,145.63,1025.83,0.0,8.01,26.33,BAD
5901206,2007-08-18,2020-08-25,-15.493,65.477,I,NKE Arvor,JAMSTEC (Japan),287,1392.06,10.583,35.217,1392.1,119.17,1025.057,0.001,7.997,23.45,GOOD
5901206,2007-12-12,2016-04-18,-6.129,48.267,I,PROVOR,INCOIS (India),451,1140.12,14.014,34.89,1140.1,164.56,1024.109,0.003,8.047,15.33,GOOD
5901206,2008-01-02,2020-06-25,-21.416,82.158,I,PROVOR,IFREMER (France),352,194.35,20.714,34.619,194.4,110.86,1022.552,0.241,7.932,3.0,GOOD
5901206,2008-05-13,2021-03-06,-2.383,54.013,I,Teledyne Webb Research APEX,AOML (USA),475,1230.01,12.733,35.709,1230.0,233.09,1025.021,0.003,8.118,21.85,GOOD
5901206,2008-10-01,2021-10-30,-35.993,40.746,I,SOLO-II,CSIRO (Australia),767,1980.11,3.834,34.141,1980.1,157.7,1025.546,0.0,8.131,21.85,GOOD
5901206,2009-02-27,2020-08-19,-0.455,69.916,I,Teledyne Webb Research APEX,INCOIS (India),158,280.17,23.881,35.19,280.2,219.41,1022.376,0.066,8.144,3.06,BAD
5901206,2009-06-07,2017-10-08,14.04,66.867,I,PROVOR,IFREMER (France),623,1036.66,16.188,34.755,1036.7,160.32,1023.566,0.006,8.111,13.54,GOOD
5901206,2010-01-15,2018-11-26,16.236,72.432,I,PROVOR,IFREMER (France),71,1754.75,4.553,35.114,1754.8,132.2,1026.181,0.0,8.003,26.07,GOOD
5901206,2010-07-02,2018-10-06,-13.824,55.112,I,Teledyne Webb Research APEX,IFREMER (France),346,1481.54,6.782,34.844,1481.5,227.02,1025.519,0.0,8.031,16.81,GOOD
5901206,2011-02-09,2018-11-03,-24.79,57.452,I,PROVOR,AOML (USA),102,1394.03,9.752,34.051,1394.0,183.55,1024.29,0.001,7.975,15.86,GOOD
5901206,2011-08-24,2020-05-24,13.919,95.174,I,SOLO-II,CSIRO (Australia),229,1404.97,8.941,34.838,1405.0,255.48,1025.082,0.001,8.074,27.93,PROBABLY_GOOD
5901206,2011-12-03,2015-02-24,17.219,32.367,I,SOLO-II,IFREMER (France),782,718.98,16.541,34.934,719.0,161.34,1023.639,0.037,8.223,13.16,PROBABLY_GOOD
5901206,2011-12-30,2019-06-23,1.332,113.197,I,PROVOR,JAMSTEC (Japan),146,587.18,18.674,33.923,587.2,162.2,1022.404,0.055,7.972,6.21,GOOD
5901206,2012-03-07,2017-12-01,14.454,109.517,I,Teledyne Webb Research APEX,AOML (USA),262,1618.72,6.572,35.578,1618.7,220.19,1026.148,0.0,8.102,21.52,PROBABLY_GOOD
5901206,2012-04-19,2016-02-20,7.18,49.509,I,NKE Arvor,JAMSTEC (Japan),538,1620.23,7.644,34.924,1620.2,220.47,1025.41,0.0,8.159,16.93,GOOD
5901206,2012-11-29,2018-09-18,8.057,77.565,I,PROVOR,JAMSTEC (Japan),226,1734.14,6.377,35.069,1734.1,186.14,1025.78,0.0,7.967,17.85,PROBABLY_GOOD
5901206,2012-12-05,2018-07-18,-11.871,111.136,I,PROVOR,AOML (USA),317,1826.48,5.616,34.334,1826.5,313.41,1025.344,0.0,8.219,22.16,GOOD
5901206,2013-02-15,2018-12-15,-11.088,74.955,I,SOLO-II,IFREMER (France),386,1022.68,16.074,35.076,1022.7,168.78,1023.846,0.004,7.997,12.79,INTERPOLATED
5901206,2013-05-08,2016-12-01,12.545,57.015,I,Teledyne Webb Research APEX,JAMSTEC (Japan),309,1003.03,13.795,35.236,1003.0,129.22,1024.43,0.003,8.042,13.69,GOOD
5901206,2013-08-02,2020-08-13,-13.852,90.318,I,Teledyne Webb Research APEX,IFREMER (France),102,1596.59,6.875,34.901,1596.6,139.9,1025.546,0.0,8.083,17.85,GOOD
5901206,2013-09-15,2019-02-21,-39.655,119.509,I,Teledyne Webb Research APEX,AOML (USA),594,1299.93,11.33,34.796,1299.9,169.01,1024.571,0.002,8.124,13.92,GOOD
5901206,2014-03-18,2015-02-06,7.6,61.575,I,Teledyne Webb Research APEX,CSIRO (Australia),337,1403.93,9.894,34.443,1403.9,240.75,1024.576,0.0,8.114,24.05,GOOD
5901206,2014-10-23,2016-02-10,-32.434,55.877,I,SOLO-II,CSIRO (Australia),203,1591.59,6.057,34.714,1591.6,172.55,1025.56,0.0,8.03,26.18,GOOD
5901206,2015-07-22,2020-06-06,-22.097,86.815,I,NKE Arvor,JAMSTEC (Japan),726,1780.01,4.285,34.595,1780.0,242.64,1025.819,0.0,7.998,28.53,GOOD
5901206,2015-10-03,2020-08-26,-17.159,113.787,I,Teledyne Webb Research APEX,JAMSTEC (Japan),437,675.99,17.804,35.029,676.0,197.38,1023.462,0.049,7.864,12.53,GOOD
5901206,2016-06-21,2016-02-25,-18.849,93.176,I,NKE Arvor,CSIRO (Australia),256,751.17,19.457,34.46,751.2,223.33,1022.677,0.021,8.01,8.97,GOOD
5901206,2016-07-27,2015-03-22,-15.195,96.501,I,PROVOR,JAMSTEC (Japan),131,187.96,26.099,35.026,188.0,195.49,1021.801,0.1,8.151,3.54,GOOD
5901206,2016-08-06,2016-06-01,-0.041,47.765,I,NKE Arvor,JAMSTEC (Japan),173,1156.56,10.604,34.464,1156.6,195.17,1024.45,0.004,7.987,12.04,GOOD
5901206,2017-05-27,2019-10-12,-28.791,118.195,I,PROVOR,CSIRO (Australia),775,71.88,22.172,34.695,71.9,210.11,1022.322,0.465,8.099,1.23,GOOD
5901206,2017-09-19,2018-01-24,-27.277,92.463,I,Teledyne Webb Research APEX,INCOIS (India),238,931.2,15.3,35.046,931.2,157.33,1023.977,0.011,8.107,17.06,GOOD
5901206,2017-12-26,2020-10-02,-30.028,109.889,I,PROVOR,CSIRO (Australia),199,1085.29,11.382,34.518,1085.3,157.77,1024.338,0.004,8.064,11.99,GOOD
5901206,2018-02-28,2020-10-11,-27.279,88.945,I,PROVOR,JAMSTEC (Japan),49,573.08,19.878,35.06,573.1,193.98,1023.072,0.018,8.006,9.97,GOOD
5901206,2018-05-20,2021-02-26,12.387,72.402,I,NKE Arvor,INCOIS (India),544,1181.67,11.542,35.021,1181.7,257.64,1024.708,0.001,8.006,22.9,GOOD
5901206,2018-09-08,2020-07-09,-21.346,106.727,I,SOLO-II,JAMSTEC (Japan),382,61.0,25.482,34.692,61.0,118.37,1021.657,0.29,8.047,0.79,GOOD
5901206,2018-12-25,2020-08-14,-9.97,112.385,I,Teledyne Webb Research APEX,CSIRO (Australia),457,74.7,21.362,35.265,74.7,98.83,1022.94,0.282,7.91,1.0,GOOD
5901206,2019-05-02,2021-08-11,-36.763,56.52,I,NKE Arvor,INCOIS (India),748,1645.2,6.454,34.831,1645.2,169.45,1025.574,0.0,8.162,19.12,GOOD
5901206,2019-07-31,2021-05-08,-15.251,65.3,I,Teledyne Webb Research APEX,INCOIS (India),645,720.38,18.887,35.241,720.4,221.23,1023.415,0.007,7.967,11.4,INTERPOLATED
5901206,2020-04-30,2017-07-04,0.627,77.631,I,NKE Arvor,IFREMER (France),455,254.12,22.836,35.517,254.1,182.06,1022.846,0.402,8.0,3.64,GOOD
5901206,2020-06-17,2017-03-16,-23.059,107.765,I,SOLO-II,INCOIS (India),219,1044.49,15.017,34.703,1044.5,133.23,1023.759,0.002,8.001,18.54,GOOD
5901206,2020-07-05,2019-08-23,-33.206,38.17,I,Teledyne Webb Research APEX,CSIRO (Australia),254,1539.99,9.076,35.058,1540.0,183.16,1025.231,0.0,8.027,24.44,GOOD
5901206,2020-09-18,2018-02-02,-38.72,53.747,I,SOLO-II,IFREMER (France),603,431.64,20.07,34.545,431.6,110.68,1022.622,0.041,8.081,8.34,PROBABLY_GOOD
